"id","language","title","description","path_id","search_vector"
728,"en","plan a","plan b",918,"'b':2A,4B 'plan':1A,3B"
762,"en","nana","nana",955,"'nana':1A,2B"
57,"en","Plan out your week to manage stress","In a fast-paced culture that seems to demand so much of our time, it can be easy to feel overwhelmed. I was once where you are now, feeling burdened by the tasks of each day. It wasnât until I made a change to my weekly routine that I started experiencing freedom from the feelings of anxiety and stress. This change was planning out my week specifically and efficiently. Now, even if I have a lot to do, I can maintain a good frame of mind, and I know that if you put the following steps into practice, you will have a better frame of mind as well.",61,"'anxieti':66B 'better':112B 'burden':38B 'chang':52B,70B 'cultur':13B 'day':44B 'demand':17B 'easi':26B 'effici':78B 'even':80B 'experienc':60B 'fast':11B 'fast-pac':10B 'feel':28B,37B,64B 'follow':104B 'frame':93B,113B 'freedom':61B 'good':92B 'know':98B 'lot':85B 'made':50B 'maintain':90B 'manag':6A 'mind':95B,115B 'much':19B 'overwhelm':29B 'pace':12B 'plan':1A,72B 'practic':107B 'put':102B 'routin':56B 'seem':15B 'specif':76B 'start':59B 'step':105B 'stress':7A,68B 'task':41B 'time':22B 'wasn':46B 'week':4A,55B,75B 'well':117B"
376,"en","Relaxation tips","This video provides tips, as well as a Japanese method to help relax.",405,"'help':14B 'japanes':11B 'method':12B 'provid':5B 'relax':1A,15B 'tip':2A,6B 'video':4B 'well':8B"
367,"en","Five tips to improve your critical thinking","This video provides useful tips for improving your critical thinking skills.",396,"'critic':6A,16B 'five':1A 'improv':4A,14B 'provid':10B 'skill':18B 'think':7A,17B 'tip':2A,12B 'use':11B 'video':9B"
360,"en","Tips for problem solving","This video provides tips that will help you improve your problem-solving skills.",384,"'help':11B 'improv':13B 'problem':3A,16B 'problem-solv':15B 'provid':7B 'skill':18B 'solv':4A,17B 'tip':1A,8B 'video':6B"
343,"en","Sign up for an intramural team at SMU","Looking for a fun way to stay active and meet new people? Join intramurals here at SMU!",367,"'activ':16B 'fun':12B 'intramur':5A,22B 'join':21B 'look':9B 'meet':18B 'new':19B 'peopl':20B 'sign':1A 'smu':8A,25B 'stay':15B 'team':6A 'way':13B"
408,"en","Creating strong passwords","Do you know how easy it is to crack a password? This plan will help you avoid the most common pitfalls when it comes to creating passwords.",445,"'avoid':20B 'come':27B 'common':23B 'crack':12B 'creat':1A,29B 'easi':8B 'help':18B 'know':6B 'password':3A,14B,30B 'pitfal':24B 'plan':16B 'strong':2A"
215,"en","Start the online quarter off right","Online quarters can be tricky: there are deadlines to keep track of, assignments to complete, and essays or projects to complete, all while balancing working from home. Luckily, there are steps you can take to prevent online classes from getting the best of you. Follow this guide to start the quarter off on the right foot and take charge of your online classes before they begin.",220,"'assign':19B 'balanc':30B 'begin':72B 'best':48B 'charg':65B 'class':44B,69B 'complet':21B,27B 'deadlin':14B 'essay':23B 'follow':51B 'foot':62B 'get':46B 'guid':53B 'home':33B 'keep':16B 'luckili':34B 'onlin':3A,7B,43B,68B 'prevent':42B 'project':25B 'quarter':4A,8B,57B 'right':6A,61B 'start':1A,55B 'step':37B 'take':40B,64B 'track':17B 'tricki':11B 'work':31B"
249,"en","How to meditate for beginners","This meditation exercise is an excellent introduction to meditation techniques.

https://www.gaiam.com/blogs/discover/meditation-101-techniques-benefits-and-a-beginner-s-how-to",254,"'/blogs/discover/meditation-101-techniques-benefits-and-a-beginner-s-how-to':18B 'beginn':5A 'excel':11B 'exercis':8B 'introduct':12B 'medit':3A,7B,14B 'techniqu':15B 'www.gaiam.com':17B 'www.gaiam.com/blogs/discover/meditation-101-techniques-benefits-and-a-beginner-s-how-to':16B"
214,"en","Ways to relax during Covid-19","These are stressful times to be living in, which is why it is more important than ever to find ways to relax and decompress. If you arenât sure where to start, or if you need to follow a schedule, then here is a guide dedicated to making time for yourself and finding ways to relax. Just follow these steps!",219,"'-19':6A 'aren':33B 'covid':5A 'decompress':30B 'dedic':52B 'ever':23B 'find':25B,59B 'follow':44B,64B 'guid':51B 'import':21B 'live':13B 'make':54B 'need':42B 'relax':3A,28B,62B 'schedul':46B 'start':38B 'step':66B 'stress':9B 'sure':35B 'time':10B,55B 'way':1A,26B,60B"
325,"en","How to find a tutor at SMU","Looking for some extra support in your classes? Browse SMUâs tutor database and find a tutor for you!",349,"'brows':16B 'class':15B 'databas':20B 'extra':11B 'find':3A,22B 'look':8B 'smu':7A,17B 'support':12B 'tutor':5A,19B,24B"
234,"en","How to start weight lifting","Use this beginners gym guide to learn how to start lifting weights.",239,"'beginn':8B 'guid':10B 'gym':9B 'learn':12B 'lift':5A,16B 'start':3A,15B 'use':6B 'weight':4A,17B"
404,"en","Eating disorder resources","Here's how you can get started on the road to recovery.",441,"'disord':2A 'eat':1A 'get':9B 'recoveri':15B 'resourc':3A 'road':13B 'start':10B"
522,"en","How to be more assertive","Assertive communication is essential for good relationships, and to feel good about yourself. But many people don't know how to be assertive. Listen to the podcast to learn more.",566,"'assert':5A,6B,28B 'communic':7B 'essenti':9B 'feel':15B 'good':11B,16B 'know':24B 'learn':34B 'listen':29B 'mani':20B 'peopl':21B 'podcast':32B 'relationship':12B"
297,"en","ADHD study tips","Here are some tips on how you can study smarter with ADHD. By implementing these strategies, you will be able to remember more and perform better on tests.",318,"'abl':23B 'adhd':1A,15B 'better':29B 'implement':17B 'perform':28B 'rememb':25B 'smarter':13B 'strategi':19B 'studi':2A,12B 'test':31B 'tip':3A,7B"
377,"en","How to relax with a breathing technique","This video provides tips on breathing techniques that will help with relaxation.",406,"'breath':6A,13B 'help':17B 'provid':10B 'relax':3A,19B 'techniqu':7A,14B 'tip':11B 'video':9B"
365,"en","Tips for eating healthy","This video provides tips for making healthy lifestyle and eating choices.",389,"'choic':15B 'eat':3A,14B 'healthi':4A,11B 'lifestyl':12B 'make':10B 'provid':7B 'tip':1A,8B 'video':6B"
241,"en","How to do preliminary research quickly and effectively","Most students erroneously think that in order to do research, you just have to dream up a topic, research it, then dump what you get into a paper. Thatâs proper for elementary school, but not for research at the college and business levels.  

From: http://iris.nyit.edu/~klagrand/preliminary%20research%20151.html",246,"'/~klagrand/preliminary%20research%20151.html':56B 'busi':51B 'colleg':49B 'dream':23B 'dump':30B 'effect':8A 'elementari':41B 'erron':11B 'get':33B 'iris.nyit.edu':55B 'iris.nyit.edu/~klagrand/preliminary%20research%20151.html':54B 'level':52B 'order':15B 'paper':36B 'preliminari':4A 'proper':39B 'quick':6A 'research':5A,18B,27B,46B 'school':42B 'student':10B 'think':12B 'topic':26B"
756,"en","test plan","testplan",948,"'plan':2A 'test':1A 'testplan':3B"
777,"en","plan a","description a",979,"'descript':2B 'plan':1A"
545,"en","Trans Lifeline (US and Canada)","This plan provides you with information about the Trans Lifeline, as well as all the ways you can reach them if you need support.

Please note: If you or someone near you is in immediate danger of hurting themselves or others, call 911. This plan is not designed to provide or replace professional mental health support or emergency services.",589,"'911':48B 'call':47B 'canada':5A 'danger':41B 'design':53B 'emerg':63B 'health':60B 'hurt':43B 'immedi':40B 'inform':11B 'lifelin':2A,15B 'mental':59B 'near':36B 'need':28B 'note':31B 'other':46B 'plan':7B,50B 'pleas':30B 'profession':58B 'provid':8B,55B 'reach':24B 'replac':57B 'servic':64B 'someon':35B 'support':29B,61B 'tran':1A,14B 'us':3A 'way':21B 'well':17B"
361,"en","How to be more organized and productive","This video provides 10 tips to help you become more organized and productive.",385,"'10':11B 'becom':16B 'help':14B 'organ':5A,18B 'product':7A,20B 'provid':10B 'tip':12B 'video':9B"
298,"en","Five tips for living with ADHD","Ned Hallowell, MD, psychiatrist and world authority on ADHD, shares his top 5 tips for living with ADHD.",319,"'5':19B 'adhd':6A,15B,24B 'author':13B 'five':1A 'hallowel':8B 'live':4A,22B 'md':9B 'ned':7B 'psychiatrist':10B 'share':16B 'tip':2A,20B 'top':18B 'world':12B"
138,"en","Overcome a language barrier and make friends","Are you struggling to speak English? Are you speaking English with an accent? Congratulations! These struggles mean you can speak more than one language. But these struggles should not hold you back from making new friends. This action plan will help you to both improve your ability and confidence in speaking English. I myself was an international student at one point trying to learn English, so trust me when I say I've been in your shoes before. Letâs get started.",143,"'abil':54B 'accent':20B 'action':45B 'back':39B 'barrier':4A 'confid':56B 'congratul':21B 'english':13B,17B,59B,72B 'friend':7A,43B 'get':88B 'help':48B 'hold':37B 'improv':52B 'intern':64B 'languag':3A,31B 'learn':71B 'let':86B 'make':6A,41B 'mean':24B 'new':42B 'one':30B,67B 'overcom':1A 'plan':46B 'point':68B 'say':78B 'shoe':84B 'speak':12B,16B,27B,58B 'start':89B 'struggl':10B,23B,34B 'student':65B 'tri':69B 'trust':74B 've':80B"
250,"en","Simple tips for meditation","Meditation is simpler (and harder) than most people think. Read these steps, make sure youâre somewhere where you can relax into this process, set a timer, and give it a shot.

https://www.mindful.org/how-to-meditate-3/#how",255,"'/how-to-meditate-3/#how':39B 'give':33B 'harder':9B 'make':17B 'medit':4A,5B 'peopl':12B 'process':28B 're':20B 'read':14B 'relax':25B 'set':29B 'shot':36B 'simpl':1A 'simpler':7B 'somewher':21B 'step':16B 'sure':18B 'think':13B 'timer':31B 'tip':2A 'www.mindful.org':38B 'www.mindful.org/how-to-meditate-3/#how':37B"
409,"en","Financial literacy for SMU students","Check out this great series of short videos about financial literacy designed for students at SMU.",446,"'check':6B 'design':17B 'financi':1A,15B 'great':9B 'literaci':2A,16B 'seri':10B 'short':12B 'smu':4A,21B 'student':5A,19B 'video':13B"
523,"en","How to be assertive without being a jerk","Being assertive can be difficult. Listen to this short podcast for some tips on how to become more assertive in your everyday life.",567,"'assert':4A,10B,27B 'becom':25B 'difficult':13B 'everyday':30B 'jerk':8A 'life':31B 'listen':14B 'podcast':18B 'short':17B 'tip':21B 'without':5A"
266,"en","Cal Poly freshmen-social network building 101","Welcome to SLOme, fellow mustang! You're overwhelmed with feelings of excitement and anxiety running rampant in that brain of yours, and guess what, you're not alone! You are entering a new chapter of your life; going to college marks a transition from childhood to adulthood, where all your hard work and efforts as a student have paid off. Going to college is probably one of the first times, if not the first, that you are an independent individual! This new environment offers you the opportunity to create an identity of your own, with the ability to explore and try new things, meet new people, and express yourself freely!    

As a senior, having been a freshman myself and even a residential advisor at some point, I have taken the time to look over my time at Cal Poly. I offer a couple ""words of wisdom,"" I wish I had been aware of/utilized more, particularly in the making and expanding social life category. I hope to provide you with some helpful tips as you enter the exciting new college phase of your life!",275,"'101':8A 'abil':105B 'adulthood':55B 'advisor':131B 'alon':36B 'anxieti':22B 'awar':160B 'brain':27B 'build':7A 'cal':1A,146B 'categori':171B 'chapter':42B 'childhood':53B 'colleg':48B,71B,187B 'coupl':151B 'creat':97B 'effort':62B 'enter':39B,183B 'environ':91B 'even':128B 'excit':20B,185B 'expand':168B 'explor':107B 'express':116B 'feel':18B 'fellow':12B 'first':77B,82B 'freeli':118B 'freshman':125B 'freshmen':4A 'freshmen-soci':3A 'go':46B,69B 'guess':31B 'hard':59B 'help':179B 'hope':173B 'ident':99B 'independ':87B 'individu':88B 'life':45B,170B,191B 'look':141B 'make':166B 'mark':49B 'meet':112B 'mustang':13B 'network':6A 'new':41B,90B,110B,113B,186B 'of/utilized':161B 'offer':92B,149B 'one':74B 'opportun':95B 'overwhelm':16B 'paid':67B 'particular':163B 'peopl':114B 'phase':188B 'point':134B 'poli':2A,147B 'probabl':73B 'provid':175B 'rampant':24B 're':15B,34B 'residenti':130B 'run':23B 'senior':121B 'slome':11B 'social':5A,169B 'student':65B 'taken':137B 'thing':111B 'time':78B,139B,144B 'tip':180B 'transit':51B 'tri':109B 'welcom':9B 'wisdom':154B 'wish':156B 'word':152B 'work':60B"
378,"en","Eight tips for relaxation","Exploring relaxation can help you look after your wellbeing when youâre feeling stressed or busy.",407,"'busi':20B 'eight':1A 'explor':5B 'feel':17B 'help':8B 'look':10B 're':16B 'relax':4A,6B 'stress':18B 'tip':2A 'wellb':13B"
546,"en","The Trevor Project (US)","This plan provides you with information about the Trevor Project, as well as all the ways you can reach them if you need support.

Please note: If you or someone near you is in immediate danger of hurting themselves or others, call 911. This plan is not designed to provide or replace professional mental health support or emergency services.",590,"'911':47B 'call':46B 'danger':40B 'design':52B 'emerg':62B 'health':59B 'hurt':42B 'immedi':39B 'inform':10B 'mental':58B 'near':35B 'need':27B 'note':30B 'other':45B 'plan':6B,49B 'pleas':29B 'profession':57B 'project':3A,14B 'provid':7B,54B 'reach':23B 'replac':56B 'servic':63B 'someon':34B 'support':28B,60B 'trevor':2A,13B 'us':4A 'way':20B 'well':16B"
326,"en","Become a SMU tutor","Want to work and study at the same place? Apply to become a SMU tutor and help students in an area of your interest.",350,"'appli':14B 'area':25B 'becom':1A,16B 'help':21B 'interest':28B 'place':13B 'smu':3A,18B 'student':22B 'studi':9B 'tutor':4A,19B 'want':5B 'work':7B"
364,"en","15 healthy eating tips","This video provides 15 useful tips for eating healthier.",388,"'15':1A,8B 'eat':3A,12B 'healthi':2A 'healthier':13B 'provid':7B 'tip':4A,10B 'use':9B 'video':6B"
362,"en","How to organize your life","This video provides useful tips to help you organize your life.",386,"'help':12B 'life':5A,16B 'organ':3A,14B 'provid':8B 'tip':10B 'use':9B 'video':7B"
235,"en","The beginner's guide to weight training","Check out this video to learn the basics of weight training.",240,"'basic':15B 'beginn':2A 'check':8B 'guid':4A 'learn':13B 'train':7A,18B 'video':11B 'weight':6A,17B"
460,"en","How to find accessible information on workplaces","Are you looking to find online resources that give information about workplaces you might be interested in? Look no further!",500,"'access':4A 'find':3A,12B 'give':16B 'inform':5A,17B 'interest':23B 'look':10B,25B 'might':21B 'onlin':13B 'resourc':14B 'workplac':7A,19B"
757,"en","Test","Test12345",949,"'test':1A 'test12345':2B"
774,"en","best plan for choose your investment","financial goal plan",973,"'best':1A 'choos':4A 'financi':7B 'goal':8B 'invest':6A 'plan':2A,9B"
788,"en","hello","hello",990,"'hello':1A,2B"
792,"en","plan for test","this is description",995,"'descript':6B 'plan':1A 'test':3A"
267,"en","Joining club sports at Cal Poly","This Action Plan is targeting students who enjoy being active, were a part of high school sports, and/or looking for community through recreational activities. There are more categories that users can fit into for this and other Action Plans regarding extracurriculars (including students who enjoy gaming for esports tournaments).  Students can choose from intramural or club sports if they are interested in team-based activities. Depending on your time commitment or specific interest, one might be a better fit than the other!",276,"'action':8B,44B 'activ':16B,30B,72B 'and/or':24B 'base':71B 'better':85B 'cal':5A 'categori':34B 'choos':58B 'club':2A,62B 'commit':77B 'communiti':27B 'depend':73B 'enjoy':14B,51B 'esport':54B 'extracurricular':47B 'fit':38B,86B 'game':52B 'high':21B 'includ':48B 'interest':67B,80B 'intramur':60B 'join':1A 'look':25B 'might':82B 'one':81B 'part':19B 'plan':9B,45B 'poli':6A 'recreat':29B 'regard':46B 'school':22B 'specif':79B 'sport':3A,23B,63B 'student':12B,49B,56B 'target':11B 'team':70B 'team-bas':69B 'time':76B 'tournament':55B 'user':36B"
236,"en","The perfect beginner calisthenics workout","Watch this video for a calisthenics workout fit for beginners.",241,"'beginn':3A,15B 'calisthen':4A,11B 'fit':13B 'perfect':2A 'video':8B 'watch':6B 'workout':5A,12B"
252,"en","Tips for improving your mental health","Mental health includes our emotional, psychological, and social well-being. It affects how we think, feel, and act as we cope with life. It also helps determine how we handle stress, relate to others, and make choices.

From: https://medlineplus.gov/howtoimprovementalhealth.html",257,"'/howtoimprovementalhealth.html':48B 'act':25B 'affect':19B 'also':32B 'choic':44B 'cope':28B 'determin':34B 'emot':11B 'feel':23B 'handl':37B 'health':6A,8B 'help':33B 'improv':3A 'includ':9B 'life':30B 'make':43B 'medlineplus.gov':47B 'medlineplus.gov/howtoimprovementalhealth.html':46B 'mental':5A,7B 'other':41B 'psycholog':12B 'relat':39B 'social':14B 'stress':38B 'think':22B 'tip':1A 'well':16B 'well-b':15B"
299,"en","How to cope with anxiety","Reducing your triggers, practicing deep belly breathing, and changing your thoughts are three ways to help you cope with anxiety.",320,"'anxieti':5A,25B 'belli':11B 'breath':12B 'chang':14B 'cope':3A,23B 'deep':10B 'help':21B 'practic':9B 'reduc':6B 'thought':16B 'three':18B 'trigger':8B 'way':19B"
327,"en","Become a SMU volunteer","Want to help out in the community? Check the SMUSA website for remote, and in-person volunteering opportunities!",351,"'becom':1A 'check':12B 'communiti':11B 'help':7B 'in-person':19B 'opportun':23B 'person':21B 'remot':17B 'smu':3A 'smusa':14B 'volunt':4A,22B 'want':5B 'websit':15B"
390,"en","Shopping safely online","Shopping online is convenient, but it can come with some risks. Follow the steps here to make sure your next purchase arrives without any unexpected or unpleasant extras.",427,"'arriv':25B 'come':11B 'conveni':7B 'extra':31B 'follow':15B 'make':20B 'next':23B 'onlin':3A,5B 'purchas':24B 'risk':14B 'safe':2A 'shop':1A,4B 'step':17B 'sure':21B 'unexpect':28B 'unpleas':30B 'without':26B"
363,"en","Seven tips for staying organized","This video provides useful tips to help keep your life organized.",387,"'help':12B 'keep':13B 'life':15B 'organ':5A,16B 'provid':8B 'seven':1A 'stay':4A 'tip':2A,10B 'use':9B 'video':7B"
547,"en","Veterans Crisis Line (US)","This plan provides you with information about the Veterans Crisis Line, as well as all the ways you can reach them if you need support.

Please note: If you or someone near you is in immediate danger of hurting themselves or others, call 911. This plan is not designed to provide or replace professional mental health support or emergency services.",591,"'911':48B 'call':47B 'crisi':2A,14B 'danger':41B 'design':53B 'emerg':63B 'health':60B 'hurt':43B 'immedi':40B 'inform':10B 'line':3A,15B 'mental':59B 'near':36B 'need':28B 'note':31B 'other':46B 'plan':6B,50B 'pleas':30B 'profession':58B 'provid':7B,55B 'reach':24B 'replac':57B 'servic':64B 'someon':35B 'support':29B,61B 'us':4A 'veteran':1A,13B 'way':21B 'well':17B"
392,"en","Four simple tips for staying motivated","This video provides four helpful tips for staying motivated every day.",429,"'day':17B 'everi':16B 'four':1A,10B 'help':11B 'motiv':6A,15B 'provid':9B 'simpl':2A 'stay':5A,14B 'tip':3A,12B 'video':8B"
300,"en","Strategies for understanding and coping with anxiety","This short interview with Dr. Karyn Gordon will help you learn how to examine your emotions and be mindful of your reactions in order to better manage anxiety.",321,"'anxieti':7A,35B 'better':33B 'cope':5A 'dr':12B 'emot':23B 'examin':21B 'gordon':14B 'help':16B 'interview':10B 'karyn':13B 'learn':18B 'manag':34B 'mind':26B 'order':31B 'reaction':29B 'short':9B 'strategi':1A 'understand':3A"
402,"en","Five cybersecurity tips from IBM","In this short video, learn five simple cybersecurity tips from IBM about how to stay safe online. Plus, check out the accompanying website to learn more.",439,"'accompani':27B 'check':24B 'cybersecur':2A,13B 'five':1A,11B 'ibm':5A,16B 'learn':10B,30B 'onlin':22B 'plus':23B 'safe':21B 'short':8B 'simpl':12B 'stay':20B 'tip':3A,14B 'video':9B 'websit':28B"
573,"en","How to identify symptoms of social anxiety disorder","Social anxiety disorder is a mental illness that affects around four percent of Americans ages 15 to 24 years old. In this plan, you will learn the symptoms that people with this disorder experience and resources for getting help.

Please note: This plan is for self-education purposes only. It is NOT designed to provide or replace professional mental health support or emergency services.",617,"'15':24B '24':26B 'affect':17B 'age':23B 'american':22B 'anxieti':7A,10B 'around':18B 'design':62B 'disord':8A,11B,41B 'educ':56B 'emerg':72B 'experi':42B 'four':19B 'get':46B 'health':69B 'help':47B 'identifi':3A 'ill':15B 'learn':34B 'mental':14B,68B 'note':49B 'old':28B 'peopl':38B 'percent':20B 'plan':31B,51B 'pleas':48B 'profession':67B 'provid':64B 'purpos':57B 'replac':66B 'resourc':44B 'self':55B 'self-educ':54B 'servic':73B 'social':6A,9B 'support':70B 'symptom':4A,36B 'year':27B"
140,"en","How to handle loneliness","This action plan is designed to help you with both enjoying your alone time as well as making new friends! So, letâs begin!",145,"'action':6B 'alon':17B 'begin':28B 'design':9B 'enjoy':15B 'friend':24B 'handl':3A 'help':11B 'let':26B 'loneli':4A 'make':22B 'new':23B 'plan':7B 'time':18B 'well':20B"
726,"en","plan1s","plan",916,"'plan':2B 'plan1':1A"
758,"en","Test123","Test12345",950,"'test123':1A 'test12345':2B"
775,"en","third plan","this is third plan",974,"'plan':2A,6B 'third':1A,5B"
789,"en","test plan","test plan",991,"'plan':2A,4B 'test':1A,3B"
525,"en","How to find a healthcare provider","Are you looking for a healthcare provider but can't seem to find one? Here are some tips for finding services nearest to you.",569,"'find':3A,19B,26B 'healthcar':5A,12B 'look':9B 'nearest':28B 'one':20B 'provid':6A,13B 'seem':17B 'servic':27B 'tip':24B"
210,"en","Learn English â One Month Immersion (IMM)","Are you in the process of learning English? If the answer is yes, then this is the place for you! The One Month Immersion (IMM) is accessible through SMUâs Website. Use these steps to find out more.",215,"'access':33B 'answer':17B 'english':2A,14B 'find':42B 'imm':6A,31B 'immers':5A,30B 'learn':1A,13B 'month':4A,29B 'one':3A,28B 'place':24B 'process':11B 'smu':35B 'step':40B 'use':38B 'websit':37B 'yes':19B"
237,"en","How to start calisthenics at home for beginners","Check out this video for the basics of bodyweight training (no equipment required).",242,"'basic':15B 'beginn':8A 'bodyweight':17B 'calisthen':4A 'check':9B 'equip':20B 'home':6A 'requir':21B 'start':3A 'train':18B 'video':12B"
548,"en","Veterans Affairs Canada (Canada)","This plan provides you with information about the Veterans Affairs Canada Assistance Service, as well as all the ways you can reach them if you need support.

Please note: If you or someone near you is in immediate danger of hurting themselves or others, call 911. This plan is not designed to provide or replace professional mental health support or emergency services.",592,"'911':50B 'affair':2A,14B 'assist':16B 'call':49B 'canada':3A,4A,15B 'danger':43B 'design':55B 'emerg':65B 'health':62B 'hurt':45B 'immedi':42B 'inform':10B 'mental':61B 'near':38B 'need':30B 'note':33B 'other':48B 'plan':6B,52B 'pleas':32B 'profession':60B 'provid':7B,57B 'reach':26B 'replac':59B 'servic':17B,66B 'someon':37B 'support':31B,63B 'veteran':1A,13B 'way':23B 'well':19B"
143,"en","Eating healthy, simplified","While a lot of people struggle to eat healthy foods on a consistent basis, many of them fail to realize how easy it can be. You can follow these steps for tips and advise on shopping and planning meals, but at the end of the day, you being consistent and accountable with your own nutrition is the key. After a couple weeks of staying diligent, healthy eating and shopping will become your new routine, and junk food will be an afterthought.",148,"'account':54B 'advis':37B 'afterthought':84B 'basi':17B 'becom':74B 'consist':16B,52B 'coupl':64B 'day':49B 'dilig':68B 'easi':25B 'eat':1A,11B,70B 'end':46B 'fail':21B 'follow':31B 'food':13B,80B 'healthi':2A,12B,69B 'junk':79B 'key':61B 'lot':6B 'mani':18B 'meal':42B 'new':76B 'nutrit':58B 'peopl':8B 'plan':41B 'realiz':23B 'routin':77B 'shop':39B,72B 'simplifi':3A 'stay':67B 'step':33B 'struggl':9B 'tip':35B 'week':65B"
87,"en","Overcoming adversity","I have been listening to the audiobook âCanât Hurt Meâ by David Goggins. He is a former Navy SEAL with an incredible story about overcoming adversity in his life. In his book, he has challenges at the end of every chapter that help people with personal growth. The challenges have been adapted to this action plan to help you overcome adversity yourself.

Find the audiobook here: https://www.audible.com/ep/title/?asin=B07KKMNZCH&source_code=GO1GB13312191890JK&device=d&cvosrc=ppc.google.david%20goggins%20ebook&cvo_campaign=1859944974&cvo_crid=377596511237&Matchtype=b&ds_rl=1261256&gclid=Cj0KCQiApY6BBhCsARIsAOI_GjZPMIxobNRlifAZXpT4DR9ckg3VbLjjczf93-nCTWIwPht-ZQmVTZYaAjB1EALw_wcB&gclsrc=aw.ds",92,"'/ep/title/?asin=b07kkmnzch&source_code=go1gb13312191890jk&device=d&cvosrc=ppc.google.david%20goggins%20ebook&cvo_campaign=1859944974&cvo_crid=377596511237&matchtype=b&ds_rl=1261256&gclid=cj0kcqiapy6bbhcsarisaoi_gjzpmixobnrlifazxpt4dr9ckg3vbljjczf93-nctwiwpht-zqmvtzyaajb1ealw_wcb&gclsrc=aw.ds':72B 'action':58B 'adapt':55B 'advers':2A,29B,64B 'audiobook':9B,68B 'book':35B 'challeng':38B,52B 'chapter':44B 'david':15B 'end':41B 'everi':43B 'find':66B 'former':20B 'goggin':16B 'growth':50B 'help':46B,61B 'hurt':12B 'incred':25B 'life':32B 'listen':6B 'navi':21B 'overcom':1A,28B,63B 'peopl':47B 'person':49B 'plan':59B 'seal':22B 'stori':26B 'www.audible.com':71B 'www.audible.com/ep/title/?asin=b07kkmnzch&source_code=go1gb13312191890jk&device=d&cvosrc=ppc.google.david%20goggins%20ebook&cvo_campaign=1859944974&cvo_crid=377596511237&matchtype=b&ds_rl=1261256&gclid=cj0kcqiapy6bbhcsarisaoi_gjzpmixobnrlifazxpt4dr9ckg3vbljjczf93-nctwiwpht-zqmvtzyaajb1ealw_wcb&gclsrc=aw.ds':70B"
259,"en","10 core exercises trainers use","A strong core is an invaluable asset. For starters, a strong and stable midsection can give you better balance and better posture, and it can even help reduce back pain. Every move you make, both in daily life and during a workout, will be easier if your core is showing up and doing its job. It really is the center of all your movement.

https://www.self.com/gallery/core-exercises-top-trainers-swear-by",264,"'/gallery/core-exercises-top-trainers-swear-by':72B '10':1A 'asset':12B 'back':34B 'balanc':24B 'better':23B,26B 'center':65B 'core':2A,8B,53B 'daili':42B 'easier':50B 'even':31B 'everi':36B 'exercis':3A 'give':21B 'help':32B 'invalu':11B 'job':60B 'life':43B 'make':39B 'midsect':19B 'move':37B 'movement':69B 'pain':35B 'postur':27B 'realli':62B 'reduc':33B 'show':55B 'stabl':18B 'starter':14B 'strong':7B,16B 'trainer':4A 'use':5A 'workout':47B 'www.self.com':71B 'www.self.com/gallery/core-exercises-top-trainers-swear-by':70B"
727,"en","new a","new",917,"'new':1A,2B"
570,"en","Using the Self-Care Starter Kit","Whether a student or a professional, itâs important to develop good self-care habits. This starter kit from UB is designed to help you build those habits.this",614,"'build':34B 'care':5A,22B 'design':30B 'develop':18B 'good':19B 'habit':23B,36B 'help':32B 'import':16B 'kit':7A,26B 'profession':13B 'self':4A,21B 'self-car':3A,20B 'starter':6A,25B 'student':10B 'ub':28B 'use':1A 'whether':8B"
85,"en","Emailing professors with professionalism","Many first-year students struggle when writing emails to professors. Itâs normal to worry about sounding unprofessional in an email when youâre beginning your college career and are unfamiliar with academic email etiquette. Here are a few tips to help you leave a great impression with your emails.",90,"'academ':38B 'begin':30B 'career':33B 'colleg':32B 'email':1A,13B,26B,39B,55B 'etiquett':40B 'first':7B 'first-year':6B 'great':51B 'help':47B 'impress':52B 'leav':49B 'mani':5B 'normal':18B 'profession':4A 'professor':2A,15B 're':29B 'sound':22B 'struggl':10B 'student':9B 'tip':45B 'unfamiliar':36B 'unprofession':23B 'worri':20B 'write':12B 'year':8B"
759,"en","Test QA","Test QA 12345",951,"'12345':5B 'qa':2A,4B 'test':1A,3B"
803,"en","Test Skip2","Testing Skip2",1018,"'skip2':2A,4B 'test':1A,3B"
813,"en","first olan","test",1028,"'first':1A 'olan':2A 'test':3B"
527,"en","Mental health support.","Are you or someone you know experiencing a mental heath crisis? Learn the warning signs and use these resources to help guide you to a healthier path.",571,"'crisi':14B 'experienc':10B 'guid':25B 'health':2A 'healthier':29B 'heath':13B 'help':24B 'know':9B 'learn':15B 'mental':1A,12B 'path':30B 'resourc':22B 'sign':18B 'someon':7B 'support':3A 'use':20B 'warn':17B"
